sepal length,sepal width,petal length,petal width,label
5.834455044696462,2.2795991680810723,3.9448427491116265,1.021672627238109,0
5.883093184682037,3.012537248214732,4.587470522996019,1.4246241575207281,0
5.7642983837278505,2.884990511105027,3.623797854179751,1.2636282486116448,0
6.675968306999681,2.9251496127411585,4.418783596407283,1.406434976412489,0
5.5819647860169885,2.9610366798592804,4.466231103006069,1.5268386532129616,0
5.808246147310168,2.765793840201086,4.080204075901829,1.0065133919963003,0
6.190061604748686,2.2115788453442287,4.616710926624335,1.478242802911563,0
5.600015715681391,2.4877719114978203,3.8765292437108334,1.06852850659316,0
5.892957126199572,3.2388648622845815,4.653284450299385,1.660150226100237,0
6.042849365624837,2.8359075819536423,3.895469910399561,1.2574236489404658,0
6.267230421583875,2.3723119406586264,4.890046880288418,1.6792091032353798,0
5.905049495323878,2.773288812868184,4.776219711903724,1.026761238539193,0
6.412312140085172,2.82547577237347,4.277175571139843,1.2380759653945992,0
6.606447901450565,2.9945249167930266,4.37630768774782,1.3746100395837781,0
6.862367412087324,2.6841153143821552,4.750236558531497,1.4593184916711153,0
6.723916709773286,3.000061151716395,4.8889196558967125,1.6643770561996964,0
6.123277360068969,2.7423446801736024,4.595347688205033,1.5050729262470735,0
5.77052511819425,2.4222997040532537,3.5272887764641543,0.9582446951638769,0
5.353434124737211,2.4235339921226355,3.7687125014441127,1.3383998965384254,0
5.472414044344401,2.4604486428611705,3.4897012252164883,0.9415742556576765,0
5.859922502945885,2.618239071407629,3.8687737490968015,1.1637654798548713,0
6.028042262523252,2.630022488572951,4.962231091073775,1.6477795750064896,0
5.4895211194458975,3.170841213563728,4.504546427256846,1.615994841737268,0
5.947962103517947,3.218999785557459,4.583903858715505,1.6047229227224213,0
6.698708086275048,3.161118254840576,4.88312026143496,1.5310809861768335,0
6.266438190921659,2.359828598664703,4.343007732424166,1.2395939324433014,0
5.4789091844655475,3.058877693238346,4.1113375478424565,1.3143654042636734,0
5.468812209853368,2.552235248661517,3.8904401717350328,1.1827915492209702,0
5.389912056173292,2.5091843082895386,4.424612414496792,1.20871362574116,0
6.145870856672922,3.043167194689864,4.545995299805867,1.4861154745107523,0
5.926952144089579,2.523648519818505,4.03793343745339,1.2532318275417287,0
5.038093494628994,2.3532298314975026,3.298236463814372,0.8402895964528335,0
5.5507143372723515,2.6301924837119097,4.142279378920191,1.264960300958331,0
5.618939982855423,2.9358367885441976,4.206166318499753,1.2247802886470216,0
5.702346806018334,2.9609503774287322,4.326374368449834,1.3505934628326424,0
6.218622013133041,2.8947574318931566,4.396271593978273,1.316598662501859,0
5.097434431260396,2.342800735924453,3.0189380486288204,1.070543193859059,0
5.68497758710751,2.8052227406810757,4.035575492199102,1.311042583774451,0
6.297366113199642,3.2704706066457807,6.04930139227567,2.654348065375749,1
5.872762502266669,2.8570204353694106,5.131563927815956,2.047916349016437,1
6.979503132730857,2.9585036087583285,5.872822975486672,2.07028225953019,1
6.377713871517516,2.827258223654882,5.641508112975659,1.8598769538094524,1
6.41812854486495,2.97875046393273,5.748891204227406,2.208225944680554,1
7.659046140412677,2.955235814048769,6.6067422786203,2.1775627322808764,1
4.830484160507235,2.5992887533797298,4.521549804940043,1.6202851752629275,1
7.273223165865721,2.772023393019219,6.304023333637893,1.864574422372288,1
6.722612746428974,2.3748109827211965,5.837004917296649,1.7720240049343776,1
7.275389891370636,3.622530200082163,6.070880763313741,2.396092584642672,1
6.545813762877663,3.1732418466008454,5.091797301749005,1.9723827628799664,1
6.2446005035885985,2.7402377126839923,5.285368709422279,1.988949411449579,1
7.0472255567255315,2.9555555177133517,5.4658161685422355,2.1941085761025554,1
5.450660242235573,2.422209915867827,4.975047456422124,1.9902657506028256,1
5.91526238937904,2.6929893431425733,5.1403857796114485,2.4011651991292124,1
6.374288163724258,3.183647026440943,5.364228151011033,2.3900015934679946,1
6.581759874573555,3.114469900720906,5.50059767086779,1.7515474438626903,1
7.7045824090178945,3.876243966622211,6.5932881603114115,2.272188984220459,1
7.764149214303093,2.4959795063857664,6.860442520043561,2.3167810111896805,1
6.037009643884466,2.294865359765548,5.136994174248495,1.499026368541569,1
6.7445469923806876,3.2061698290533878,5.829473157045826,2.3732542513359767,1
5.5726576950968205,2.85371452965208,4.973999849941954,2.02507999094386,1
7.662872631641616,2.836482533698658,6.852810796333684,2.011266930076076,1
6.354575721998752,2.776691959929787,4.839952632094401,1.9566769228538918,1
6.7338084165164345,3.2726265634662117,5.650535898752541,2.0070669760144133,1
7.127788537273805,3.351517109189188,6.062245347311503,1.7534858165222436,1
6.171893559026997,2.7515707374492435,4.808821034158868,1.7498317475783982,1
6.074819249778726,3.1071934117460933,4.805289490434781,1.9001937557351534,1
6.3788932137442345,2.7338184362436517,5.527556564976415,2.2188836430504746,1
7.208898339019947,2.9713367853151946,5.748502421676206,1.5371148306240308,1
7.459840737902345,2.6247408361381708,5.974384207971005,1.9577623057316282,1
8.098253007537288,3.8956789022022362,6.381500950507489,2.095509685471354,1
6.289711262606552,2.7520601013130364,5.673396732625552,2.18728095896755,1
6.269741623369288,2.6916635230905968,5.0509609705696485,1.5730577458811636,1
6.2306323439022515,2.615975610487612,5.606883881159147,1.414823159963334,1
7.782184761357986,3.0115956245240834,6.19732806747477,2.3080622815577683,1
6.293084733591774,3.3464811516726276,5.62168920335645,2.4800636031431966,1
6.431699142854332,3.0621717628590215,5.4081823921676655,1.7303299974243718,1
6.019748587321969,3.0656204890678738,4.857736265877894,1.7450650284841733,1
6.720611725758853,2.9390621573590336,5.4296352947851405,1.972414520010719,1
6.714936653233466,3.008130451844083,5.575445158832535,2.2847902072431774,1
6.932403186390571,2.928211226261751,5.174955835469269,2.3878027810168083,1
5.729173468858866,2.6125255836728587,5.165279845896721,1.9257200689584593,1
6.756318955403602,3.099426330276047,5.869480079281576,2.4016888216523467,1
6.648366983049592,3.2549934361514468,5.657356054648798,2.597739317819138,1
6.747202952752039,2.97394855484398,5.3261748151162704,2.365528165317396,1
6.300458283624857,2.4297531364709584,5.000400561899783,2.03476389714195,1
6.558718824335367,3.029415988697555,5.213003201757127,2.05509184281046,1
6.316589970453496,3.414636852606248,5.317001708731394,2.3523829740050664,1
5.976930156512399,2.884691547326905,5.001857073091321,1.7929941392751008,1
6.9793493935679605,3.2589710675315997,4.781790299463622,1.4208637543460956,0
6.373783565031478,3.1841857529045434,4.521340869180181,1.5453630354012962,0
6.902532042104024,3.047604483341745,4.9833650857954925,1.6030672577103262,0
5.445866149180995,2.425135363439743,3.9794033814218817,1.2717340002413022,0
6.466250019249276,2.6538739459492104,4.604697101387423,1.5651810079235522,0
5.789285906953057,2.687788558658818,4.411912975929673,1.373707841714503,0
6.254563173995025,3.2807583463677545,4.723932948538597,1.6477528143233333,0
4.882239985402487,2.3816725050661876,3.317586090329597,0.9793498071617129,0
6.56321039564257,2.8739870989967087,4.661505698108632,1.3534792721898203,0
5.149313387542905,2.677396590112076,3.8521901580640012,1.3481773948334133,0
4.945376830166376,2.034768234230299,3.532877417067652,0.8969309059593298,0
5.959087588365895,3.0361960611111845,4.1348253379266495,1.4419463063229954,0
6.039800944274169,2.2354162864635443,4.064147531060112,1.0331662302639775,0
6.10752444949702,3.079985505990845,4.754070967083361,1.4974357481770741,0
5.626845010656032,2.847481045016359,3.54332219755307,1.3421262445368811,0
6.673400908606305,3.015780497698936,4.208858810512658,1.325723620271918,0
5.602490505258486,2.9656307957212418,4.538261511191031,1.5162345343573576,0
5.795632827317695,2.733819050344735,4.13789162715261,0.9309524748842214,0
6.3067497367682455,2.224848954666984,4.572334901554998,1.5566121849085752,0
5.570590404033686,2.424601318769303,3.8173880242159233,1.122782656721397,0
5.884064391395381,3.225733610873428,4.8651731683644215,1.9243687838122174,0
6.105527293833883,2.8114952279053598,4.019312659265106,1.208062573593538,0
6.305950450761127,2.594112936601981,4.996062758516195,1.5927930687133218,0
6.172144280938545,2.8422351539660005,4.670481285782965,1.298888041824539,0
6.581611295031861,2.815602728193804,4.31520848374322,1.416046642026768,0
6.533273268335163,2.9158556909082907,4.263524626505206,1.387011264039163,0
6.60239029378729,2.8070530823974775,4.991098683434167,1.2855397424126032,0
6.570982158513574,3.2717178474366153,5.177245721002779,1.6766455970088618,0
5.956298478682424,2.8700460773999295,4.501965013919826,1.569924354348582,0
5.5356750437232645,2.7724846892840818,3.5545658431987706,1.0865780370010796,0
5.530058145331358,2.3133676205302294,3.751385615211185,0.981325504691343,0
5.520727064092414,2.369153731210177,3.5926714743471155,1.008969468511479,0
5.866929893280299,2.6616158945223565,4.095034564227333,1.2673492172981093,0
6.0606350284026655,2.7228208609525426,5.043301507571645,1.4938746890709733,0
5.56008799251326,3.022892045357358,4.481156980627606,1.3653918355350332,0
5.9811503610689325,3.4848745542175057,4.5148376557320455,1.6365276268432047,0
6.735472736565807,3.005757467286288,4.699682640984739,1.5260960056512989,0
6.243560455934332,2.375463329683641,4.4176372497280605,1.213855904342401,0
5.525798646840283,2.910608851788541,4.04427377400307,1.115045094416344,0
5.446511999639806,2.548474828244096,4.04238370027104,1.484414091751706,0
5.440914570115272,2.705869283219657,4.356061421417602,1.056036956100513,0
6.125526901357785,3.079323606905048,4.684311023308476,1.5417785645230797,0
5.796522607918603,2.4812001702914315,3.980354042040338,1.2935875440149338,0
4.876746124911366,2.3111968699369054,3.317977960530883,1.0690396268953528,0
5.672482479249052,2.6602817111495938,4.38918636352428,1.1503379625723282,0
5.771938542147834,2.9669352940210163,4.1778033161110475,1.2248634306453725,0
5.750676491548259,2.9108893571163907,4.217410750686222,1.2284660306147042,0
6.256609785366429,2.7664949799899983,4.411919093892128,1.26221342174285,0
5.150677517764854,2.5125326238350056,3.0743319642383544,1.0996704083738222,0
5.643206583499708,2.784498705066831,3.990432404770814,1.2724645945778488,0
6.2790946171637465,3.25815460316348,5.993253854866739,2.524001397949819,1
5.810957201974123,2.665907766775907,5.168711855084623,1.9568076533207497,1
7.0675574698209545,3.067977683660724,5.946277567939884,2.1985158085337257,1
6.509031104893373,2.899123906425256,5.693684934914339,1.6754166294037105,1
6.423286123715406,2.9451140285185162,5.904797549266258,2.2758615490382885,1
7.695404943235617,3.0298577068666663,6.568949657850888,2.007496026005977,1
4.821031964881519,2.4009500087105224,4.550185749098833,1.690054387845721,1
7.314205298933156,3.0881303584343103,6.278362432858525,1.6756065558106326,1
6.672912554550137,2.395085952879958,5.796905061720448,1.933081486355872,1
7.3062179506310905,3.5881474745604,6.154774908851427,2.464968798805662,1
6.548159914643179,3.373774181955442,5.02839007760596,2.0498225556491874,1
6.453086342105769,2.7642740830936017,5.327609601310936,1.820946649843985,1
6.755696831583408,3.0976526173904793,5.684475684022901,2.2561162936337307,1
5.669236842908638,2.484853411622299,5.157933019293137,2.010358667946741,1
5.838335357736093,2.7414217814180857,5.124143036870429,2.6157647985040184,1
6.147122670551125,3.243102967689467,5.387057262078854,2.276736278307704,1
6.463275686922399,2.9050691464363534,5.484713886925482,1.766460226883167,1
7.695272291925886,3.6784465765356886,6.7188637255742005,2.2704714223693307,1
7.640002882579061,2.518177661994155,6.89399082377907,2.4187707808407506,1
6.0441300707217875,2.216228392680746,4.90565784098043,1.5793517120270433,1
6.843197293802881,3.194714479895448,5.759163356220825,2.340538579817283,1
5.56465869371989,2.7783459760827687,5.01720153697323,2.0092833094132203,1
7.6849796119895135,2.82868646364644,6.653245444563925,1.991114869431098,1
6.330374818504741,2.786521178331694,4.85289632654696,1.7301785921642077,1
6.700730280303192,3.3888679468661658,5.834234022848413,2.1839463244553876,1
7.1409325695607055,3.1420840960099934,6.027975678676441,1.8110070373243519,1
6.176760908767507,2.7394984576923838,4.9451664709978,1.8009803298928113,1
6.037633236772989,2.8607390739111005,4.932211472830153,1.7719254955265846,1
6.409834449995508,2.7088978940975097,5.6808499122292435,2.0728402243882966,1
7.11910892906323,2.95295285524707,5.844235963554792,1.5582333886412219,1
7.43198054693557,2.8028146145284953,6.024043207705659,1.835619088631018,1
7.835155559133154,3.8859536520007167,6.482142814022552,2.018673594189555,1
6.402207122698537,2.7627675068744657,5.573115907784958,2.151750551687369,1
6.276091834618414,2.8150652886635696,5.14376780579448,1.466486818003788,1
6.239887737488695,2.6704913424834524,5.6841955310034855,1.5292891719353188,1
7.754049510395197,3.1807944293009576,6.06367445072036,2.39632993842138,1
6.445807575257822,3.4072712616616934,5.7074695817982,2.4367371856467224,1
6.251384077143455,3.0135335514320127,5.682343609107619,1.7002846025354175,1
5.960799137292213,3.078668495302731,4.683547537737336,1.7285429943821442,1
6.8445329099223455,3.1246835382001867,5.532022636861344,2.047806843592915,1
6.7645893414652125,3.193090319484399,5.603847774258592,2.3943749152379867,1
6.945474120562548,3.155918567058946,5.091884038622072,2.3078757271768753,1
5.774965636401606,2.668616771054885,4.9524513090159425,2.0647155667731667,1
6.801104701955902,3.2015077864961152,5.995565955954246,2.3187257855994203,1
6.710865894472738,3.3170878388616334,5.7834809323911545,2.689469885405326,1
6.704826840736602,2.9728805765865154,5.173298751502095,2.244906141852136,1
6.3164176132847,2.4993954173918653,5.109583173836689,1.9544411088873854,1
6.485970003927479,2.9335823259904963,5.150191923657635,2.0374745691469522,1
6.2178297776103895,3.4244785767587906,5.258959359990413,2.2998816854933346,1
5.879896538496869,3.0389565253734263,5.143494349614301,1.7406227719510374,1
7.005467253462708,3.2155669887972618,4.798355176112542,1.4747909360764957,0
6.462408051958443,3.2237131645953503,4.532538919659043,1.517116800568021,0
6.777560090678968,3.1613426271042684,5.069162230346926,1.5570991519851438,0
5.419153985936892,2.254412186246868,4.00071007013428,1.4509846274528306,0
6.514433710570338,2.8877920511153667,4.523148706071704,1.411858866042844,0
5.66424494298798,2.788545955422519,4.517819748595951,1.3652803317111575,0
6.397540637559253,3.3064627855861954,4.737091237137782,1.4386394186077984,0
4.916520110810777,2.3667815815025577,3.3258943916079833,1.075667219176952,0
6.598702534821527,2.9576200135402755,4.557719005836803,1.3300583874947691,0
5.182302911594404,2.644032593612918,3.935342850171019,1.4180756183470253,0
5.0902453565607075,1.9936424081349184,3.389604036420493,1.06352400486356,0
5.86738876875932,3.060210545477479,4.206259433150439,1.508287816849463,0
5.896948556437772,2.035692880370219,4.139903009815102,0.9870613142271566,0
6.099846051766288,2.754658523435489,4.752896494525143,1.376545668717574,0
5.580028473296535,2.997539739616589,3.6318455363456366,1.2514535111495755,0
6.578728687583539,2.993873011889302,4.400774739833942,1.4794604834326919,0
5.556597127684009,3.0421120646388458,4.554545250382426,1.440117837954095,0
5.714856604814759,2.55597155375914,4.117035353793086,0.9809890838882979,0
6.206881256027511,2.2049799394731178,4.625626697166833,1.3858132197631312,0
5.416626393569978,2.5005462841673913,3.8949544046842344,1.0998276253236627,0
5.798070244095283,3.2950678186556654,4.931220284870614,1.7813496714474433,0
5.99268284423923,2.8273153909497113,3.9449232683007995,1.3254432869669364,0
6.361280842789724,2.562484918170026,4.782425009397403,1.528697812618939,0
6.009648979266178,2.615283425002288,4.565434547680484,1.2390193346018714,0
6.373270219663427,2.878076198319624,4.176554603238885,1.2077024274798873,0
6.623993915036072,2.986679195482034,4.46941779105671,1.471682093075473,0
6.905004538554096,2.710167819700945,4.826668840631812,1.3012075765630051,0
6.802991734241434,3.039206053252272,4.844558175039458,1.5610941185844798,0
6.2113149344918055,2.9726419758201295,4.335849109537919,1.6415806848769219,0
5.7606402392839335,2.5266936265812503,3.5254743527657166,1.0468725379997397,0
5.608830911089657,2.4036812862816745,3.8746708830127368,1.0811680161543173,0
5.5176769934668055,2.431789873348497,3.7391637405534714,1.0008400102066388,0
5.763353307505443,2.804110281342853,3.8253380845243816,1.271290758219726,0
5.860209498248018,2.6181310741088963,5.0050517259867435,1.6111177806433963,0
5.557749195888433,3.0132247822155818,4.5537916218966465,1.447121827978533,0
5.876873696725739,3.4775522517427775,4.4430315454501885,1.51142000149409,0
6.8290172052272045,3.250891279570237,4.579047534803388,1.4312614837701254,0
6.29480599414461,2.213727094315066,4.304167348061828,1.3009090588941397,0
5.601625464292872,3.0396650482646166,4.172118181776462,1.3134738624567994,0
5.422323423084745,2.5829719016579182,4.015436408276619,1.3214827688228645,0
5.350592162360819,2.5880903274677727,4.360217534568197,0.9791567749773186,0
6.047798924716141,2.96420086043354,4.577487853144866,1.459076536857952,0
5.813374158858886,2.5137961281264736,3.918923433409743,1.1395312160086928,0
5.036155193175705,2.1728904739380117,3.337098158093041,0.9684066704420448,0
5.639964563947646,2.553172840185961,4.1492202722528715,1.4117561934543896,0
5.7861990519020265,3.0183719626690424,4.324509026932547,1.2206848780799926,0
5.720997396026007,2.8438244867879234,4.3446281180714355,1.1863074829544398,0
6.145032040953525,2.910328155391666,4.2920829277926105,1.3999707891901452,0
5.048080832056258,2.5665445202236246,3.0874240712915295,1.0259558372463318,0
5.826314924988359,2.783422028636422,4.029107277309342,1.234743434349493,0
6.304940897900209,3.397787376731502,5.969050002010148,2.61409965119999,1
5.8369516125652465,2.6319324085344817,5.048290952878736,1.9073229557055245,1
7.252722239634709,3.0231966052718824,5.909285654091893,1.9852723410133934,1
6.396927144760836,3.0642031740551126,5.664444367616806,1.8922634713127522,1
6.33683793472293,3.0665796558973994,5.76539352147155,2.232281918137832,1
7.675845336243827,3.0146214754071603,6.653410175988106,2.0763260240629435,1
4.810446458185788,2.545975543364512,4.413190120015882,1.677809549990538,1
7.195195066499992,2.952894052008177,6.126635117239583,1.78473494217134,1
6.891541250144251,2.5493819103733344,5.646727046689645,1.782798850627751,1
7.238359477093856,3.5628387728060096,6.1626910760629166,2.4181832457508725,1
6.4373449261642195,3.16454332678455,5.16417230800683,2.1681590261990142,1
6.4242750664848876,2.5461177251046583,5.110616875161304,1.8129177549580133,1
6.851341121804388,3.059490849270445,5.527162578538128,2.118396329857322,1
5.7330030826127505,2.4375502414524366,4.8686409781996565,1.9681318754431283,1
5.803227870594649,2.7795919936283306,5.1255609014674635,2.3910243865891787,1
6.430579970415797,3.194716620572271,5.4112513671862965,2.3740030461326973,1
6.339799381147098,2.995844423645608,5.478467944169893,1.7945931673107818,1
7.674755227778314,3.748512210810751,6.689004565953816,2.114923279627211,1
7.668070050980401,2.562157197620959,6.783054953821316,2.312447062900692,1
5.993148989815786,2.231877930233307,5.09962445241356,1.4450328441631846,1
6.839391085643125,3.1797911783428634,5.662214798217458,2.3032476115511638,1
5.57509019166617,2.8293994474093407,4.911383088734496,1.9614482907213144,1
7.677695696933406,2.662368571464243,6.633937124758303,1.9295741612277642,1
6.1779888827752405,2.8165979235157543,4.899358756960952,1.8808139576589613,1
6.7412011071571145,3.14539399249031,5.76564886081245,2.2366233167691307,1
7.245753870848192,3.087058968911306,5.958466296800651,1.7404560032188674,1
6.1943763611254825,2.738444106126091,4.843075786836107,1.8334827613214277,1
6.004777046601466,3.021844430604747,4.860577596215591,1.8036962652202666,1
6.638203011120487,2.745040893697584,5.7335918387375,2.1150884790779543,1
7.254840388434452,3.0486149412181542,5.722826551059024,1.7750639928968535,1
7.395078684920626,2.654626249489112,5.976260926224201,1.877306437256344,1
7.832311083186196,3.910937684088408,6.432539328394709,2.05645900430993,1
6.374128031833775,2.919161573048795,5.553817540046034,2.166152544849182,1
6.396406353769481,2.8745121604667903,4.9737622347900246,1.4859438930213642,1
6.095087857419695,2.5673070453997027,5.611000178514588,1.376953702520904,1
7.709910293847035,2.9776368531917163,6.030022301579957,2.432798161184985,1
6.279784368898906,3.369987071385454,5.45441672706724,2.344543134142857,1
6.30334982066504,3.2230340016471066,5.659880621759803,1.7443218145458617,1
5.94131205205245,3.0467041117552145,4.694290099415086,1.7317569248116647,1
7.100999218908311,3.0982964139586433,5.470154737995865,2.1410278258532833,1
6.698222302716197,3.139727472924267,5.471286903030416,2.302913491362805,1
6.914290229057025,3.048098931378881,5.201004369219495,2.3085263092566692,1
5.842994988215928,2.747260890004637,5.084545317297278,1.804110684613584,1
6.813881353299017,3.2855276038471315,6.1026741159103555,2.3631011381346987,1
6.6812899550051075,3.270348960324995,5.716038368727143,2.42431934793002,1
6.611010121835454,2.9517917370852165,5.042917094097549,2.3846783167342145,1
6.305690574074545,2.50681004452656,5.0530694718139095,1.8591831649277017,1
6.627872158759353,3.1054190053921267,5.233765318402864,1.9939225496239577,1
6.264272713501912,3.2711745005496486,5.203413443618971,2.4000779971319117,1
6.019768476090436,3.0373924151515976,5.185550550781087,1.8487698411461242,1
